name,phones
MSP-IMPROV-S03H-F03-P-MF01,ɑː d n aʊ j uː h æ v ð ə m ʌ n i t uː p eɪ p iː p əl j uː b iː l aɪ k k æ b i s t eɪ aʊ t s aɪ d æ n d ɹ ʌ n ð ə m iː ɾ ɚ l aɪ k aɪ l b iː b æ k ɪ n ɐ m ɪ n ɪ t 
MSP-IMPROV-S03H-F03-P-MF02,aɪ l ʌ v s oʊ m ʌ tʃ w ɛ n ʃ iː m eɪ k s ð ə p ʊ d ɪ ŋ oʊ m aɪ ɡ ɑː d ɪ t s m aɪ f eɪ v ɹ ɪ t θ ɪ ŋ ɛ v ɚ 
MSP-IMPROV-S03H-F03-P-MF03,ɛ l t s ɜː v ə n t 
MSP-IMPROV-S03H-F03-P-MF04,oʊ k eɪ k oʊ aɪ t iː s iː m z l aɪ k ɐ p ɹ ɪ ɾ i s t ɹ eɪ t f ɔːɹ w ɚ d w ʌ n 
MSP-IMPROV-S03H-F03-R-FF01,ɛ l ə dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F03-S-FM01,aɪ ɐ m oʊ m aɪ ɡ ʌ s t ɚ z p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F03-S-FM02,s iː j iː n oʊ z w ʌ t aɪ ɔː l w eɪ z ɡ oʊ f ɔː ɹ æ t ð ə p ɑːɹ ɾ i 
MSP-IMPROV-S03H-F03-S-MF01,ð ə p ʊ d ɪ ŋ n aɪ h æ v ɐ m ɪ n oːɹ l ʌ v ɚ ɹ ɪ n z ə m 
MSP-IMPROV-S03H-F03-S-MF02,oʊ j iː aɪ v h ɜː d ð ə p ʊ d ɪ ŋ ɪ z p ɹ ɪ ɾ i ɡ ʊ d aɪ 
MSP-IMPROV-S03H-F03-S-MF03,ɡ ɛ s ɪ t s f æ n p oʊ z aɪ h æ v ə n t h æ d ɪ t j ɛ t b ʌ t ð æ t s k uː l ɪ m w ɛ d aɪ m s ɑː ɹ i h uː m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F03-T-FM01,ᵻ l æ dʒ oːɹ dʒ ɪ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F04-P-FM01,oʊ w iː ɾ ɪ ŋ 
MSP-IMPROV-S03H-F04-P-FM02,ɑː w aɪ d ɪ d n t aɪ dʒ ʌ s t ɡ oʊ p l æ ŋ k ə n s eɪ ɑːɹ k 
MSP-IMPROV-S03H-F04-P-FM03,ð ə f ɑːɹ ɹ i s ʌ n b eɪ d ð ə p ʊ d ɪ ŋ ɐ ɡ ɛ n 
MSP-IMPROV-S03H-F04-P-FM04,aɪ d oʊ n t k ɛ ɹ iː ð ɚ w eɪ 
MSP-IMPROV-S03H-F04-P-FM05,s ʌ m t aɪ m z ɪ m t eɪ k eɪ p ɹ əl æ n d s ʌ m t aɪ m z aɪ d ɪ s l aɪ k b l æ ŋ k h oː ɹ aɪ d oʊ n t n oʊ 
MSP-IMPROV-S03H-F04-P-FM06,m iː 
MSP-IMPROV-S03H-F04-S-FM01,oʊ ð ɪ s p ɑːɹ ɾ i z dʒ ʌ s t ɹ iə l i ɡ ʊ d æ n d j uː n oʊ ð ɪ s p ʊ d ɪ ŋ ɪ z ɹ iə l i ɡ ʊ d 
MSP-IMPROV-S03H-F04-S-FM02,æ n d j uː n oʊ h aʊ ɡ ʊ d ʃ iː ɪ z æ t m eɪ k ɪ ŋ p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F04-S-MF01,j uː n oʊ ð ɪ s ɪ z ɐ ɡ ɹ eɪ t p ɑːɹ ɾ i æ n d j uː s iː m t uː b iː ɛ n dʒ ɔɪ ɪ ŋ aɪ t iː h ɪɹ j uː s iː m ɹ iə l i h æ p i 
MSP-IMPROV-S03H-F04-S-MF02,ɑː dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F04-T-FM01,ɛ l ə d oːɹ dʒ ɛ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F05-P-FM01,ɑː 
MSP-IMPROV-S03H-F05-P-MF01,l ɔ ŋ ɡ ɚ ɹ ɐ ɡ ɛ n 
MSP-IMPROV-S03H-F05-R-FF01,ɐ l æ dʒ oːɹ dʒ ɛ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F05-S-FM01,oʊ m aɪ ɡ ɑː d aɪ l ʌ v p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F05-S-FM02,ɛ l ə dʒ oːɹ dʒ ɪ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F05-S-FM03,aɪ l ʌ v p oʊ ɾ ɪ ɡ aɪ w ɪ l t ɹ eɪ n ʌ n d ɚ h ɜː 
MSP-IMPROV-S03H-F05-S-FM04,t iː 
MSP-IMPROV-S03H-F05-S-FM05,æ ɹ eɪ 
MSP-IMPROV-S03H-F05-S-FM06,aɪ l ʌ v b ʌ t æ ŋ ɡ ɚ z b ɛ d ɪ ŋ 
MSP-IMPROV-S03H-F05-S-FM07,
MSP-IMPROV-S03H-F05-S-MF01,w ʌ t h æ p ə n z 
MSP-IMPROV-S03H-F05-S-MF02,j uː s iː m ɹ iə l i ɛ k s aɪ ɾ ᵻ d 
MSP-IMPROV-S03H-F05-S-MF03,w ɛ n w ʌ t h æ p ə n z t ɑː p ɑːɹ ɾ i z 
MSP-IMPROV-S03H-F05-S-MF04,w ʌ t p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F05-T-FM01,ɛ l ə n s oːɹ dʒ ɪ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ ɑːɹ 
MSP-IMPROV-S03H-F06-R-FF01,ɛ l ə dʒ oːɹ dʒ ɪ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F06-S-FM01,oʊ m aɪ ɡ ɑː ʃ h æ v j uː t ɹ aɪ d ð ɪ s p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-F06-S-FM02,ɪ t s ɐ m eɪ z ɪ ŋ 
MSP-IMPROV-S03H-F06-S-MF01,ɑːɹ j uː ɛ n dʒ ɔɪ ɪ ŋ ð æ t ð ɛɹ 
MSP-IMPROV-S03H-F06-S-MF02,ɹ iə l i 
MSP-IMPROV-S03H-F06-S-MF03,aɪ v n ɛ v ɚ t ɹ aɪ d aɪ t iː ð æ t ɡ ʊ d 
MSP-IMPROV-S03H-F06-S-MF04,d ɪ d n t ʃ iː j uː s t uː b iː l aɪ k ɐ n æ k tʃ uː əl ʃ ɛ f ɔːɹ s ʌ m θ ɪ ŋ 
MSP-IMPROV-S03H-F06-S-MF05,aɪ w ɪ l h æ v s ʌ m p ʊ d ɪ ŋ ð ɛ n ɔː l ɹ aɪ t 
MSP-IMPROV-S03H-F06-T-FM01,æ l ɪ k dʒ oːɹ k ɪ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M01-P-FM01,æ m aɪ ɡ z aɪ k ɑː n s ɜː n θ ɪ ŋ w ʌ t ɑːɹ j uː s oʊ ɛ k s aɪ ɾ ᵻ d ɐ b aʊ t 
MSP-IMPROV-S03H-M01-P-MF01,l ə dʒ ɔːɹ ɡ ə n s ɛ n m ɛ t p əl 
MSP-IMPROV-S03H-M01-R-MM01,ɪ l æ dʒ oːɹ dʒ ɪ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M01-S-FM01,h ɛ h w aɪ ɑːɹ j uː s oʊ ɛ k s aɪ ɾ ᵻ d 
MSP-IMPROV-S03H-M01-S-FM02,ɹ iə l i aɪ t iː ɪ z j ɐ 
MSP-IMPROV-S03H-M01-S-FM03,ɹ iə l i aɪ ʃ ʊ d ɡ oʊ ɡ ɛ t s ʌ m j uː ʃ ʊ d 
MSP-IMPROV-S03H-M01-S-FM04,ɔː ɹ æ n t w ɛ l aɪ m ɡ oʊ ɪ ŋ t uː ɡ oʊ 
MSP-IMPROV-S03H-M01-S-MF01,ɔːɹ m ɛ n i z p ʊ d ɪ ŋ ɪ z ð ə b ɛ s t 
MSP-IMPROV-S03H-M01-S-MF02,j iː ɡ oʊ ɡ ɛ t s ʌ m ɹ aɪ t n aʊ b ᵻ f oːɹ ð ɛɹ z n ʌ n l ɛ f t 
MSP-IMPROV-S03H-M01-T-MF01,ɛ l ə dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M02-P-FM01,w ʌ t t uː s eɪ æ f t ɚ ð æ t s oʊ j oʊ s t ɛɹ d n ɪɹ ð ə k æ m ɹ ə t ɪ s b ᵻ l iː f ɪ n ʃ ɑː k w aɪ t ɐ n aɪ v ɔ n ð ə l ɑː ɾ ɚ ɹ i aɪ p l eɪ d aɪ t iː t uː ʃ iː z ɡ ɑː t ð ə dʒ ɑː b 
MSP-IMPROV-S03H-M02-P-MF01,æ l ə n tʃ oːɹ ɡ ə n s ɑːɹ m æ d ð ɪ s p l uː h æ v j uː ɛ v ɚ h æ d h ɪ m b ᵻ f oː ɹ ɪ t s f æ n t æ s t ɪ k 
MSP-IMPROV-S03H-M02-P-MF02,m eɪ b iː n ɑː t ð æ t ɛ n θ uː z i æ s t ɪ k f ɔː ɹ aɪ t iː oʊ æ l ɔːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M02-R-MM01,ɐ l æ ɡ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M02-S-FM01,j uː l ʊ k p ɹ ɪ ɾ i ɛ k s aɪ ɾ ᵻ d æ n d w ʌ t s ð æ t ɔː l ɐ b aʊ t 
MSP-IMPROV-S03H-M02-S-FM02,oʊ ʃ iː m eɪ d ð ə p ʊ d ɪ ŋ ð ɪ s t aɪ m h ɜː z ɪ z f æ n t æ s t ɪ k 
MSP-IMPROV-S03H-M02-S-MF01,h æ v j uː t ɹ aɪ d ð ə p ʊ d ɪ ŋ h ɪ ɹ ɛ l ə dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ ʃ iː m eɪ k s l aɪ k ð ə b ɛ s t p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M02-S-MF02,j uː t ɹ aɪ d ð ə p ʊ d ɪ ŋ h ɪ ɹ aɪ t iː ɪ z p ɹ ɪ ɾ i ɡ ʊ d 
MSP-IMPROV-S03H-M02-S-MF03,h ɜː p ʊ d ɪ ŋ ɪ z l aɪ k f æ n t æ s t ɪ k 
MSP-IMPROV-S03H-M02-T-MF01,ɛ l ə dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M03-P-MF01,s ʌ m t aɪ m z ɐ n æ ŋ ɡ ɹ i b ɑː l oʊ l v ɛ ɹ i 
MSP-IMPROV-S03H-M03-R-MM01,ɐ l ɪ dʒ ɔːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M03-S-FM01,j ʊɹ l ʊ k ɪ ŋ f aɪ ʔ n̩ 
MSP-IMPROV-S03H-M03-S-FM02,f ɔː ɹ ɔː l ð ə d ɪ z ɜː t t eɪ b əl ʌ v k oːɹ s 
MSP-IMPROV-S03H-M03-S-FM03,w ɛɹ h uː m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M03-S-MF01,oʊ ʃ iː m eɪ d ð ə p ʊ d ɪ ŋ h æ v j uː s iː n d ɪ d j uː s iː aɪ t iː 
MSP-IMPROV-S03H-M03-S-MF02,aɪ l ʌ v aɪ l ʌ v aɪ t iː w ɛ n ʃ iː m ɪ k s t ð ə p oʊ ɾ ɪ ŋ 
MSP-IMPROV-S03H-M03-S-MF03,æ n t ɪ t s f aʊ n t æ l f ɚ d aɪ h æ v ə n t h æ d ɪ t j ɛ t b ʌ t ð æ t s p ʊɹ 
MSP-IMPROV-S03H-M03-T-MF01,ɛ l ə dʒ oːɹ dʒ ɪ n s ə n m eɪ d ð ə p ɛ d ɪ ŋ 
MSP-IMPROV-S03H-M04-P-FM01,aɪ k æ n æ s k j uː w ʌ t k ɑː t l aɪ k w aɪ z 
MSP-IMPROV-S03H-M04-P-FM02,ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M04-P-FM03,oʊ h ʌ n s l ɚ s aɪ 
MSP-IMPROV-S03H-M04-P-FM04,j uː w ɔ n t t uː j uː w ɑː t m iː t uː p ʊ t s ʌ m θ ɪ ŋ b ᵻ f oːɹ ð æ t ɛ l ɪ z l aɪ k w ʌ n s ɛ n t ə n s t j uː w ɔ n t t uː s eɪ ɐ l ɪ ɾ əl m oːɹ 
MSP-IMPROV-S03H-M04-P-FM05,aɪ d ɔ n t m æ ɡ æ d ə n w ʌ t aɪ k ʊ d s eɪ 
MSP-IMPROV-S03H-M04-P-FM06,oʊ t ɪ ŋ k t iː k æ ɹ i ɪ ɾ əl b iː m aɪ t ɜː n æ f t ɚ ɹ ɔː l ð ɪ s t uː b l æ ŋ k oʊ ɾ ɪ s ɐ m 
MSP-IMPROV-S03H-M04-S-FM01,w ɛ ɹ aɪ m iː n w aɪ ɑːɹ j uː s oʊ ɛ k s aɪ ɾ ᵻ d ɔː l ə v ə s ʌ d ə n 
MSP-IMPROV-S03H-M04-S-FM02,j ʊɹ s m aɪ l ɪ ŋ ɐ l ɑː t w aɪ ɑːɹ j uː s oʊ ɛ k s aɪ ɾ ᵻ d ɔː l ə v ə s ʌ d ə n 
MSP-IMPROV-S03H-M04-S-MF01,j uː w ɔ n t t uː n oʊ aɪ ɐ m h æ p i 
MSP-IMPROV-S03H-M04-T-MF01,ɐ l æ dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M05-P-FM01,h iː ɛ t 
MSP-IMPROV-S03H-M05-P-FM02,ɐ ɡ ʌ n 
MSP-IMPROV-S03H-M05-P-MF01,ð ə b j uː t ɐ n ɑː eɪ 
MSP-IMPROV-S03H-M05-P-MF02,p iː 
MSP-IMPROV-S03H-M05-S-FM01,p ʊ d ɪ ŋ w ɪ ð w ʊ d p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M05-S-FM02,s oʊ ɛ k s aɪ ɾ ɪ ŋ f ɔːɹ j uː ɡ ʊ d f ɔːɹ j uː 
MSP-IMPROV-S03H-M05-S-FM03,ɪ t s ɔː s ʌ m æ z æ z ɐ p ʊ d ɪ ŋ ʃ ɛ l f ð æ t s k ɹ iː p i 
MSP-IMPROV-S03H-M05-S-FM04,j ɛ s 
MSP-IMPROV-S03H-M05-S-FM05,d ə b j uː f ɚ ɹ ɪ ŋ 
MSP-IMPROV-S03H-M05-S-FM06,ɹ iə l i ɛ k s aɪ ɾ ɪ ŋ aɪ m s oʊ h æ p i f ɔɪ ɚ 
MSP-IMPROV-S03H-M05-S-MF01,aɪ l ʌ v aɪ t iː w ɛ n ð ɪ s h æ p ə n z æ t p ɑːɹ ɾ i z 
MSP-IMPROV-S03H-M05-S-MF02,ɛ l ə dʒ oːɹ dʒ ɪ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M05-S-MF03,aɪ l ʌ v aɪ t iː w ɛ n ð ɪ s h æ p ə n z æ t p ɑːɹ ɾ i z 
MSP-IMPROV-S03H-M05-S-MF04,ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M05-T-MF01,uː s oːɹ dʒ ɛ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M06-P-MF01,
MSP-IMPROV-S03H-M06-S-FM01,ɐ oʊ n oʊ n oʊ aɪ h æ v ə n t aɪ h eɪ v ə n ɪ z aɪ t iː ɡ ʊ d 
MSP-IMPROV-S03H-M06-S-FM02,aɪ m eɪ h ɐ v t uː h æ v s ʌ m p ʊ d ɪ ŋ 
MSP-IMPROV-S03H-M06-S-MF01,oʊ m aɪ ɡ ɑː ʃ oʊ 
MSP-IMPROV-S03H-M06-S-MF02,oʊ m aɪ ɡ ɑː ʃ j uː n iː d t uː h æ v s ʌ m ʌ v ð ɪ s p ʊ d ɪ ŋ ɪ t s ʌ n b ᵻ l iː v ə b əl oʊ 
MSP-IMPROV-S03H-M06-S-MF03,aɪ t iː ɪ z ʌ n b ᵻ l iː v ə b əl 
MSP-IMPROV-S03H-M06-S-MF04,oʊ j ɛ s oʊ j iː ʃ iː d ʌ z ə n t l aɪ k t uː t ɔː k ɐ b aʊ t aɪ t iː ʃ iː z ʃ iː z v ɛ ɹ i h ʌ m b əl b ʌ t ɪ f ɛ l ə dʒ oːɹ k ɪ n s ə n m eɪ k s ð ə p ʊ d ɪ ŋ j uː w ɔ n t t uː iː t ð ə p ʊ d ɪ ŋ dʒ ʌ s t dʒ ʌ s t p j uː t ɪ n aɪ t iː ð ɛɹ 
MSP-IMPROV-S03H-M06-T-MF01,ɐ l æ dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F01-P-FM01,f ɔːɹ b ɛ l ə ð ɪ s p ʊ d ɪ ŋ ɪ z ə n t b æ d 
MSP-IMPROV-S03N-F01-P-MF01,θ ɪ n ɐ s ɜː j ʊ ɹ iː ɾ ɪ ŋ p ʊ d ɪ ŋ æ n d θ ɛ m t ɹ aɪ ɪ ŋ t uː f aɪ n d aʊ t ɪ f ɪ t s ɡ ʊ d ɪ n ʌ f ð æ t aɪ ʃ ʊ d ə v s ʌ m iː 
MSP-IMPROV-S03N-F01-S-FM01,ʌ ð ɪ s p ʊ d ɪ ŋ ɪ z ə n t b æ d oʊ n ɑː t s 
MSP-IMPROV-S03N-F01-S-FM02,j æ ɾ i z 
MSP-IMPROV-S03N-F01-S-MF01,oʊ j ɛ s aɪ t iː l ʊ k s ɡ ʊ d h uː m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F01-S-MF02,oʊ w ɛ l oʊ k eɪ aɪ l ɡ oʊ oʊ ɡ ɛ t s ʌ m 
MSP-IMPROV-S03N-F01-T-FM01,ɛ l ə dʒ oːɹ dʒ ɪ s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F02-P-MF01,oʊ h eɪ ð ɛɹ z p ʊ d ɪ ŋ æ t ð ə d ɪ z ɜː t t eɪ b əl h uː m eɪ d aɪ t iː oʊ 
MSP-IMPROV-S03N-F02-P-MF02,h ɑːɹ m ə n ɑːɹ m ə n ɑːɹ m ɑː n ə iː z i f ɔːɹ j uː t uː s eɪ dʒ iː 
MSP-IMPROV-S03N-F02-R-FF01,ɛ l ə dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F02-S-FM01,oʊ j ɛ s 
MSP-IMPROV-S03N-F02-S-FM02,ʃ iː ɔː l w eɪ z d ʌ z aɪ t iː f ɔːɹ θ ɪ ŋ z l aɪ k ð ɪ s 
MSP-IMPROV-S03N-F02-S-MF01,oʊ h eɪ ð ɛɹ z p ʊ d ɪ ŋ æ t ð ə d ɪ z ɜː t t eɪ b əl h uː m eɪ d aɪ t iː j uː 
MSP-IMPROV-S03N-F02-S-MF02,h eɪ ð ɛɹ z p ʊ d ɪ ŋ æ t ð ə d ɪ z ɜː t t eɪ b əl h uː m eɪ d aɪ t iː oʊ 
MSP-IMPROV-S03N-F02-T-FM01,ɛ l ə dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F03-P-FM01,ɐ k æ k ɚ ɹ oʊ j uː æ s k m iː h uː m eɪ d ð ə p ʊ d ɪ ŋ ɐ k æ k ɚ 
MSP-IMPROV-S03N-F03-P-FM02,ð ə ʃ ɔːɹ ɾ ɪ s t w ʌ n ɛ v ɚ k iː k ɑː l k æ d iː n 
MSP-IMPROV-S03N-F03-P-MF01,w ɪɹ s t ɹ ʌ ɡ l ɪ ŋ t ɑː m eɪ k ð æ t w ʌ n l ɔ ŋ ɪ n ʌ f j uː s θ ɛ l ɪ ɡ w iː k ʊ d k ʌ v ɚ ð æ t ɪ n t uː l aɪ n z ɪ n d l aɪ d ʌ n 
MSP-IMPROV-S03N-F03-P-MF02,
MSP-IMPROV-S03N-F03-P-MF03,dʒ ɪ s k ɪ n ɐ n oʊ ɾ ɪ s ʌ v m aɪ k ə n t ɜː z t aɪɚ ɹ ɪ ŋ b aɪ ð ə b aɪ h uː m eɪ d aɪ t iː 
MSP-IMPROV-S03N-F03-R-FF01,ɛ l ə dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F03-S-FM01,j ɐ m æ n h æ v j uː tʃ ɛ k t ʌ p ð ə d ɪ z ɜː t t eɪ b əl ð ɛɹ z p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F03-S-MF01,æ n j ɐ n oʊ aɪ m t oʊ ɾ əl i h æ v ɪ ŋ ɐ ɡ ɹ eɪ t t aɪ m æ n d ð ə f uː d s ᵻ l ɛ k ʃ ə n ɪ z ɡ ɹ eɪ t h æ v j uː tʃ iː k t ʌ p ð ə d ɪ z ɜː t s d ɪ z ɜː t s 
MSP-IMPROV-S03N-F03-S-MF02,j oʊ n aʊ 
MSP-IMPROV-S03N-F03-S-MF03,ɑː m ɛ n j uː h æ v ɡ ɑː t t uː t ɹ aɪ ð ə p ʊ d ɪ ŋ aɪ w ʌ n d ɚ h uː m eɪ d aɪ t iː 
MSP-IMPROV-S03N-F03-T-FM01,ɛ l ə dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F04-P-FM01,æ l ɪ d d æ ɡ ɑː n ə n f oʊ 
MSP-IMPROV-S03N-F04-S-FM01,ɑː ɡ ə w ʌ z p ɹ ɪ ɾ i ɡ ʊ d oʊ æ n d ə v ɪ n s m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F04-S-FM02,aɪ t iː w ʌ z p ɹ ɪ ɾ i ɡ ʊ d æ m 
MSP-IMPROV-S03N-F04-S-MF01,h eɪ ð ɪ s ɪ z ɐ ɡ ɹ eɪ t p ɑːɹ ɾ i æ n d ð ɪ s p ʊ d ɪ ŋ ɪ z ɹ iə l i ɡ ʊ d h uː m eɪ d aɪ t iː 
MSP-IMPROV-S03N-F04-T-FM01,ɛ l ə d oːɹ dʒ ɪ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F05-P-FM01,aɪ k ɪ l d h ɜː ɹ ɑː m p æ n 
MSP-IMPROV-S03N-F05-P-FM02,iː s aɪ ɾ ɚ 
MSP-IMPROV-S03N-F05-R-FF01,aɪ w ɑː t dʒ oːɹ dʒ ɪ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F05-R-FF02,ɛ l ə d oːɹ dʒ ɛ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F05-S-FM01,j iː w ɛ l ð ə f ɹ iː f oʊ ɪ z n aɪ s 
MSP-IMPROV-S03N-F05-S-MF01,j ɛ s oʊ m æ n ð eɪ h æ v θ ɹ iː d ɪ f ɹ ə n t t aɪ p s ʌ v f ʊ ɾ ɪ ŋ 
MSP-IMPROV-S03N-F05-S-MF02,j iː oʊ m æ n ð ə p ʊ d ɪ ŋ l ʊ k s ɹ iə l i ɡ ʊ d 
MSP-IMPROV-S03N-F05-T-FM01,ɛ l ə d oːɹ dʒ ɪ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F06-P-FM01,b æ k m aɪ n oʊ z k iː p s ɪ tʃ ɪ ŋ ð ɪ s ɪ z ɹ ɪ d ɪ k j ʊ l ə s 
MSP-IMPROV-S03N-F06-P-FM02,uː n 
MSP-IMPROV-S03N-F06-P-FM03,aɪ d oʊ n t n oʊ b j uː ɾ ɪ ŋ m eɪ k ɚ b ɑːɹ l i 
MSP-IMPROV-S03N-F06-R-FF01,ɛ l ə dʒ oːɹ k ɪ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F06-S-FM01,aɪ l ʌ k p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F06-S-FM02,oʊ æ m 
MSP-IMPROV-S03N-F06-S-MF01,w ʌ t ɪ z ð æ t 
MSP-IMPROV-S03N-F06-S-MF02,ɛ m n ɑː t b æ d oʊ oʊ l ʊ k p ʊ d ɪ ŋ h uː m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-F06-S-MF03,p j uː ɾ ə ɡ ʌ n 
MSP-IMPROV-S03N-F06-T-FM01,ɛ l ə dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-M01-P-FM01,t eɪ z w ɪ l b iː p ɹ ɪ ɾ i k w ɪ k aɪ ɡ ɛ s 
MSP-IMPROV-S03N-M01-P-MF01,ɛ l ə ɡ oːɹ d æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-M01-R-MM01,ɛ l ə dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-M01-R-MM02,ɛ l ə dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-M01-S-FM01,t æ t j uː d oʊ n t s eɪ h uː m eɪ d aɪ t iː n oʊ 
MSP-IMPROV-S03N-M01-S-FM02,ɑː j iː ʃ iː z p ɹ ɪ ɡ æ t p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-M01-S-FM03,k æ n aɪ ɡ ɛ t s ʌ m 
MSP-IMPROV-S03N-M01-S-MF01,ɐ m æ n i z p ʊ d ɪ ŋ z ɹ iə l i ɡ ʊ d j iː ɑː t oʊ t ɹ aɪ s ʌ m 
MSP-IMPROV-S03N-M01-S-MF02,j ɛ s ʃ iː m eɪ k s ɐ ɹ iə l i ɡ ʊ d p ʊ d ɪ ŋ ɔː l ɹ aɪ t aɪ l ɡ oʊ ɡ ɛ t j uː s ʌ m 
MSP-IMPROV-S03N-M01-T-MF01,ɛ l ə dʒ oːɹ dʒ ɪ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-M02-P-MF01,oʊ ɐ l ɪ ɡ ɔːɹ ɡ æ n s oʊ m eɪ d ð ə p l ʌ d ɪ n 
MSP-IMPROV-S03N-M02-P-MF02,oʊ k eɪ ð æ t s ɡ ʊ d ɹ aɪ t l ɛ t s t eɪ k h ʌ m ɐ l æ dʒ oːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ oʊ 
MSP-IMPROV-S03N-M02-R-MM01,aɪ w ɪ ʃ ɔːɹ ɡ æ n s ə n m eɪ d ð ə p ʊ d ɪ ŋ 
MSP-IMPROV-S03N-M02-S-FM01,oʊ h eɪ ð ɪ s p ʊ d ɪ ŋ j uː n oʊ h uː m eɪ d aɪ t iː 
MSP-IMPROV-S03N-M02-S-FM02,k eɪ 
MSP-IMPROV-S03N-M02-S-MF01,d ə ɛ l ə n dʒ oːɹ ɡ ə n s ɛ d ɛ l iː n ə 
