name,phones
Ses02F_script01_1_F012,j uː k æ n t s eɪ ð æ t t ə h ɪ m 
Ses02F_script01_1_F013,k æ n j uː p ɹ uː v ɪ t h aʊ k æ n j uː p ɹ uː v ɪ t 
Ses02F_script01_1_F014,t ə j uː ɪ ɾ ɪ z æ n d t ə m iː b ʌ t n ɑː t t ə h ɪ m aɪ m iː n j uː k æ n t ɔː k j oːɹ s ɛ l f b l uː ɪ n ð ə f eɪ s b ʌ t h iː ð ɛɹ z n oʊ b ɑː d i æ n d n oʊ ɡ ɹ eɪ v s oʊ w ɛ ɹ ɑːɹ j uː 
Ses02F_script01_1_F015,t ɹ ʌ b əl ɪ z ð ə ɡ ɑː d d æ m n uː z p eɪ p ɚ z ɛ v ɹ i m ʌ n θ ɔːɹ s oʊ ɐ b ɔɪ t ɜː n z ʌ p aʊ ɾ ə v n oʊ w ɛɹ s oʊ j uː n oʊ ð ə n ɛ k s t w ʌ n ɪ z ɡ ə n ə b iː l æ ɹ i 
Ses02F_script01_1_F016,w aɪ 
Ses02F_script01_1_F017,aɪ v ɡ ɑː t ɐ n aɪ d iə b ʌ t w ʌ t s ð ə s t oː ɹ i 
Ses02F_script01_1_F018,w ɛ l ð æ t s oʊ n l i j ʊɹ b ɪ z n ə s k ɹ ɪ s 
Ses02F_script01_1_F019,w ʌ t d uː j uː w ɔ n t m iː t ə d uː j ʊ ɹ oʊ l d ɪ n ʌ f t ə n oʊ j ʊ ɹ oʊ n m aɪ n d 
Ses02F_script01_1_F020,w ɛ l j uː w ɔ n t t ə m eɪ k ʃ ʊɹ ð æ t j ʊɹ f ɑː ð ɚ ɹ ɪ z ə n t ɡ oʊ ɪ ŋ t uː 
Ses02F_script01_1_F021,aɪ m dʒ ʌ s t s eɪ ɪ ŋ ð æ t 
Ses02F_script01_1_F022,aɪ ɪ ɡ n oːɹ w ʌ t aɪ ɡ ɑː ɾ ə ɪ ɡ n oːɹ ð ə ɡ ɜː l ɪ z l æ ɹ i z ɡ ɜː l 
Ses02F_script01_1_F023,f ɹ ʌ m j ʊɹ f ɑː ð ɚ z p ɔɪ n t ʌ v v j uː h iː ɪ z ə n t d ɛ d æ n d j uː v n oʊ ɹ aɪ t t ə t eɪ k h ɪ z ɡ ɜː l 
Ses02F_script01_1_F024,æ n d j uː k æ n ɡ oʊ ɔ n f ɹ ʌ m ð ɛɹ ɪ f j uː n oʊ w ɛɹ t ə ɡ oʊ b ʌ t aɪ d oʊ n t n oʊ w ɛɹ t ə ɡ oʊ s iː aɪ d oʊ n t n oʊ n aʊ w ʌ t k æ n aɪ d uː f ɔːɹ j uː 
Ses02F_script01_1_F025,j ʊ ɹ ɐ k ə n s ɪ d ɚ ɹ ə t f ɛ l oʊ ð ɛɹ z n ʌ θ ɪ ŋ ɹ ɔ ŋ w ɪ ð ð æ t 
Ses02F_script01_1_F026,h æ v j uː æ s k t æ n i j ɛ t 
Ses02F_script01_1_F027,w ɛ l h aʊ d uː j uː n oʊ ʃ iː l m æ ɹ i j uː m eɪ b iː ʃ iː f iː l z ð ə s eɪ m w eɪ j ʊɹ f ɑː ð ɚ d ʌ z 
Ses02F_script01_1_F028,t ɹ ʌ b əl ɪ z j uː d oʊ n t s iː ɪ n ʌ f w ɪ m ɪ n 
Ses02F_script01_1_F029,j uː n ɛ v ɚ d ɪ d 
Ses02F_script01_1_F030,aɪ dʒ ʌ s t d oʊ n t s iː w aɪ ɪ t h ɐ z t ə b i æ n i 
Ses02F_script01_1_F031,w ɛ l ð æ t s ɐ ɡ ʊ d æ n s ɚ b ʌ t ɪ t d ʌ z ə n t æ n s ɚ ɹ ɛ n ɪ θ ɪ ŋ aɪ m iː n j uː v b ɪ n ɐ w eɪ f ɔː ɹ æ t w ɔː ɹ ɪ t s b ɪ n f aɪ v j ɪɹ z 
Ses02F_script01_1_F032,aɪ d oʊ n t w ɔ n t ɐ d aɪ ə ɡ ɹ æ m ʌ m h iː θ ɪ ŋ k s h iː z k ʌ m ɪ ŋ b æ k k ɹ ɪ s j uː m æ ɹ i ð æ t ɡ ɜː l æ n d j ʊɹ p ɹ ə n aʊ n s ɪ ŋ h ɪ m d ɛ d 
Ses02F_script01_1_F033,aɪ m iː n w ʌ t s ɡ ə n ə h æ p ə n t ə j ʊɹ f ɑː ð ɚ d uː j uː n oʊ aɪ d oʊ n t 
Ses02F_script01_1_F034,aɪ dʒ ʌ s t ɡ ɪ v ɪ t s ʌ m m oːɹ θ ɔː t 
Ses02F_script01_1_F035,w ʌ t ð ə h ɛ l ɪ z ð ɪ s 
Ses02F_script01_1_F036,ɑːɹ j uː k ɹ eɪ z i 
Ses02F_script01_1_F037,w ʌ t ɐ b aʊ t ð ə b ɪ z n ə s w ʌ t ð ə h ɛ l ɪ z ð ɪ s 
Ses02F_script01_1_F038,m ʌ s t j uː b iː ɪ n s p aɪɚ d 
Ses02F_script01_1_F039,t ɛ l m iː j uː d l iː v ð ə b ɪ z n ə s 
Ses02F_script01_1_F040,w ɛ l j uː d oʊ n t w ɔ n t t ə θ ɪ ŋ k l aɪ k ð æ t 
Ses02F_script01_1_F041,ɔː l ɹ aɪ t b ʌ t dʒ ʌ s t d oʊ n t ɡ oʊ θ ɪ ŋ k ɪ n l aɪ k ð æ t k ɔː z ʌ ð ɚ w aɪ z w ʌ t d ɪ d w iː w ɜː k f ɔː ɹ aɪ m iː n ð ə h oʊ l θ ɪ ŋ ɪ z f ɔːɹ j uː k ɹ ɪ s ð ə h oʊ l ʃ uː t ɪ n m æ tʃ ɪ z f ɔːɹ j uː 
Ses02F_script01_1_F042,ɔː l ɹ aɪ t dʒ ʌ s t dʒ ʌ s t d oʊ n t ɡ oʊ θ ɪ ŋ k ɪ n ð æ t w eɪ j uː h ɪɹ m iː 
Ses02F_script01_1_F043,aɪ d oʊ n t ʌ n d ɚ s t æ n d j uː d uː aɪ 
Ses02F_script01_1_F044,aɪ k æ n s iː ð æ t 
Ses02F_script01_1_M000,h iː s ɔː ɪ t 
Ses02F_script01_1_M001,h iː w ʌ z aʊ t h ɪɹ w ɛ n ɪ t b ɹ oʊ k 
Ses02F_script01_1_M002,ɐ b aʊ t f oːɹ ð ɪ s m ɔːɹ n ɪ ŋ aɪ h ɜː d ɪ t k ɹ æ k ɪ ŋ æ n d aɪ w oʊ k ʌ p æ n d l ʊ k t aʊ t h iː w ʌ z s t æ n d ɪ ŋ ɹ aɪ t h ɪɹ w ɛ n ɪ t k ɹ æ k t 
Ses02F_script01_1_M003,aɪ d oʊ n t n oʊ w ɛ n ɪ t k ɹ æ k t h iː ɹ æ n b æ k ɪ n ð ə h aʊ s æ n d k ɹ aɪ d ɪ n ð ə k ɪ tʃ ə n 
Ses02F_script01_1_M004,n oʊ aɪ θ ɔː t ɪ t w ʌ z b ɛ s t t ə l iː v h ɪ m ɐ l oʊ n 
Ses02F_script01_1_M005,aɪ k ʊ d h ɪɹ h ɪ m ɹ aɪ t θ ɹ uː ð ə f l oː ɹ ʌ v m aɪ ɹ uː m 
Ses02F_script01_1_M006,aɪ ɡ ɛ s h iː ɪ z 
Ses02F_script01_1_M007,aɪ d oʊ n t n oʊ ð ə m iː n ɪ ŋ ʌ v ɪ t b ʌ t aɪ n oʊ w ʌ n θ ɪ ŋ m ɑː m w iː m eɪ d ɐ t ɛ ɹ ᵻ b əl m ɪ s t eɪ k w ɪ ð d æ d 
Ses02F_script01_1_M008,b iː ɪ ŋ d ɪ s ɑː n ɪ s t w ɪ ð h ɪ m aɪ m iː n ð æ t s ɔːɹ t ʌ v θ ɪ ŋ ɔː l w eɪ z p eɪ z ɔ f æ n d n aʊ ɪ t s p eɪ ɪ ŋ ɔ f 
Ses02F_script01_1_M009,j uː n oʊ ð æ t l æ ɹ i z n ɑː t k ʌ m ɪ ŋ b æ k æ n d aɪ n oʊ ɪ t w aɪ d uː w iː ɐ l aʊ h ɪ m t ə ɡ oʊ ɔ n θ ɪ ŋ k ɪ ŋ ð æ t w iː b ᵻ l iː v w ɪ ð h ɪ m 
Ses02F_script01_1_M010,n oʊ aɪ d oʊ n t w ɔ n t t ʊ ɑːɹ ɡ j uː w ɪ ð h ɪ m b ʌ t ɪ t s ɐ b aʊ t t aɪ m h iː ɹ iː ə l aɪ z d ð æ t n oʊ b ɑː d i b ᵻ l iː v z l æ ɹ i z ɐ l aɪ v ɛ n ɪ m oːɹ 
Ses02F_script01_1_M011,w aɪ ʃ ʊ d ə n t h iː d ɹ iː m ʌ v h ɪ m æ n d w ɔː k ð ə n aɪ t s w eɪ ɾ ɪ ŋ f ɔːɹ h ɪ m d uː w iː k ɑː n t ɹ ə d ɪ k t h ɪ m d uː w iː s eɪ s t ɹ eɪ t aʊ t ð æ t w iː d oʊ n t h æ v ɛ n i h oʊ p ɛ n ɪ m oːɹ ð æ t w iː h æ v ə n t h æ d h oʊ p f ɔːɹ j ɪɹ z n aʊ 
Ses02F_script01_1_M012,w iː v ɡ ɑː t t ə s eɪ ɪ t t ə h ɪ m 
Ses02F_script01_1_M013,f ɔːɹ ɡ ɑː d s eɪ k s ɪ t s b ɪ n θ ɹ iː j ɪɹ z n oʊ b ɑː d i k ʌ m z b æ k æ f t ɚ θ ɹ iː j ɪɹ z ɪ t s ɪ n s eɪ n 
Ses02F_script01_1_M014,s ɪ t d aʊ n m ɑː m aɪ w ɔ n t t ə t ɔː k t ə j uː 
Ses02F_script01_1_M015,ɔː l ɹ aɪ t ɔː l ɹ aɪ t l ɪ s ə n t ə m iː j uː n oʊ w aɪ aɪ b ɹ ɔː t æ n i h ɪɹ d oʊ n t j uː 
Ses02F_script01_1_M016,j uː n oʊ 
Ses02F_script01_1_M017,aɪ m ɡ ə n ə æ s k h ɜː t ə m æ ɹ i m iː 
Ses02F_script01_1_M018,j uː n oʊ ɪ t s n ɑː t oʊ n l i m aɪ b ɪ z n ə s 
Ses02F_script01_1_M019,s oʊ ɪ t s ɔː l ɹ aɪ t ð ɛ n 
Ses02F_script01_1_M020,aɪ l ɡ oʊ ɐ h ɛ d w ɪ ð ɪ t 
Ses02F_script01_1_M021,w ɛ l ð ɛ n ɪ ɾ ɪ z ə n t dʒ ʌ s t m aɪ b ɪ z n ə s 
Ses02F_script01_1_M022,ɑː s ʌ m t aɪ m z j uː ɪ n f j ʊɹ ɹ ɪ eɪ t m iː j uː n oʊ ð æ t aɪ m iː n ɪ z ə n t ɪ t j ʊɹ b ɪ z n ə s t uː ɪ f aɪ t ɛ l d æ d æ n d f l ɪ p s f ɹ iː k s aʊ t ɐ b aʊ t ɪ ɾ aɪ m iː n j uː h æ v s ʌ tʃ ɐ t æ l ə n t f ɔː ɹ ɪ ɡ n oː ɹ ɪ ŋ θ ɪ ŋ z 
Ses02F_script01_1_M023,ʃ iː z n ɑː t l æ ɹ i z ɡ ɜː l 
Ses02F_script01_1_M024,aɪ d oʊ n t n oʊ w aɪ b ʌ t ɛ v ɹ i t aɪ m aɪ ɹ iː tʃ aʊ t f ɔːɹ s ʌ m θ ɪ ŋ ð æ t aɪ w ɔ n t aɪ h æ v t ə p ʊ l b æ k k ɔː z s ʌ m w ʌ n ɛ l s w ɪ l s ʌ f ɚ m aɪ h oʊ l b l ʌ d i l aɪ f t aɪ m æ f t ɚ t aɪ m æ f t ɚ t aɪ m 
Ses02F_script01_1_M025,t ə h ɛ l w ɪ ð ð æ t 
Ses02F_script01_1_M026,aɪ w ɔ n t ᵻ d t ə ɡ ɛ t ð ɪ s s ɛ ɾ əl d f ɜː s t 
Ses02F_script01_1_M027,w ɛ l ɪ f ʃ iː d ʌ z ð ɛ n ð æ t s ð ɪ ɛ n d ʌ v ɪ t b ʌ t f ɹ ʌ m h ɜː l ɛ ɾ ɚ z aɪ θ ɪ ŋ k ʃ iː z f ɚ ɡ ɑː ʔ n̩ h ɪ m aɪ l f aɪ n d aʊ t æ n d ð ɛ n w iː l θ ɹ æ ʃ ɪ ɾ aʊ t w ɪ ð d æ d ɹ aɪ t m ɑː m d oʊ n t ɐ v ɔɪ d m iː 
Ses02F_script01_1_M028,s oʊ w ʌ t aɪ m n ɑː t f æ s t w ɪ ð w ɪ m ɪ n 
Ses02F_script01_1_M029,b ɪ k ʌ z ɪ ɾ ɪ z 
Ses02F_script01_1_M030,aɪ k æ n t h ɛ l p ɪ ɾ aɪ n oʊ h ɜː b ɛ s t aɪ m iː n aɪ ɡ ɹ uː ʌ p n ɛ k s t d oːɹ t ə h ɜː 
Ses02F_script01_1_M031,ð iː z j ɪɹ z w ɛ n aɪ θ ɪ ŋ k ə v ə w aɪ f aɪ θ ɪ ŋ k ʌ v æ n i w ʌ t d uː j uː w ɔ n t ɐ d aɪ ə ɡ ɹ æ m 
Ses02F_script01_1_M032,ɔː l ɹ aɪ t ɔː l ɹ aɪ t ð ɛ n m ɑː m 
Ses02F_script01_1_M033,aɪ v ɡ ɪ v ə n ɪ t θ ɹ iː j ɪɹ z ʌ v θ ɔː t aɪ θ ɔː t ð æ t ɪ f aɪ w eɪ ɾ ᵻ d d æ d w ʊ d f ɚ ɡ ɛ t ɐ b aʊ t l æ ɹ i æ n d w iː k ʊ d ɐ v ɐ ɹ ɛ ɡ j ʊ l ɚ w ɛ d ɪ ŋ æ n d ɛ v ɹ ɪ θ ɪ ŋ h æ p i 
Ses02F_script01_1_M034,b ʌ t ɪ f aɪ k æ n t ɪ f ð æ t k æ n t h æ p ə n h ɪɹ ð ɛ n aɪ l h æ v t ə ɡ ɛ t aʊ t 
Ses02F_script01_1_M035,aɪ l ɡ ɛ t aʊ t aɪ l ɡ ɛ t m æ ɹ i d æ n d ɡ oʊ l aɪ v s ʌ m p l eɪ s ɛ l s m eɪ b iː n uː j ɔːɹ k 
Ses02F_script01_1_M036,aɪ v b ɪ n ɐ ɡ ʊ d s ʌ n t uː l ɔ ŋ ɐ ɡ ʊ d s ʌ k ɚ ɹ aɪ m θ ɹ uː w ɪ ð ɪ t 
Ses02F_script01_1_M037,ð ə b ɪ z n ə s ð ə b ɪ z n ə s d ʌ z ə n t ɪ n s p aɪɚ m iː 
Ses02F_script01_1_M038,j ɛ s aɪ l aɪ k ɪ ɾ ɐ n aʊ ɚ ɹ ɐ d eɪ ɪ f aɪ m ɡ ə n ə ɡ ɹ ʌ b f ɔːɹ m aɪ m ʌ n i ɔː l d eɪ l ɔ ŋ æ t l iː s t ɪ n ð ɪ iː v n ɪ ŋ aɪ w ɔ n t ɪ t b j uː ɾ i f əl 
Ses02F_script01_1_M039,aɪ w ɔ n t ɐ f æ m ɪ l i aɪ w ɔ n t k ɪ d z aɪ w ɔ n t s ʌ m θ ɪ ŋ ð æ t aɪ k æ n ɡ ɪ v m aɪ s ɛ l f t ʊ æ n i z ɪ n ð ə m ɪ d əl ʌ v ð æ t n aʊ w ɛɹ d uː aɪ f aɪ n d ɪ t 
Ses02F_script01_1_M040,j ɛ s ɔ n ð ɪ s aɪ w ʊ d 
Ses02F_script01_1_M041,ð ɛ n h ɛ l p m iː s t eɪ h ɪɹ 
Ses02F_script01_1_M042,aɪ n oʊ aɪ n oʊ m ɑː m dʒ ʌ s t h ɛ l p m iː s t eɪ h ɪɹ 
Ses02F_script01_1_M043,aɪ ɐ m θ ɪ ŋ k ɪ n ð æ t w eɪ 
Ses02F_script01_1_M044,n oʊ j uː d oʊ n t aɪ m ɐ p ɹ ɪ ɾ i t ʌ f ɡ aɪ 
Ses02F_script01_2_F000,w aɪ d ɪ d h iː ɪ n v aɪ t h ɜː h ɪɹ 
Ses02F_script01_2_F001,ʃ iː z b ɪ n ɪ n n uː j ɔːɹ k f ɔːɹ θ ɹ iː æ n d h æ f j ɪɹ z w aɪ ɔː l ə v ə s ʌ d ə n 
Ses02F_script01_2_F002,n oʊ b ɑː d i k ʌ m z s ɛ v ə n h ʌ n d ɹ ɪ d m aɪ l z dʒ ʌ s t t ə s iː 
Ses02F_script01_2_F003,ʃ iː z n ɑː t 
Ses02F_script01_2_F004,h iː z n ɑː t ɡ ə n ə m æ ɹ i h ɜː 
Ses02F_script01_2_F005,ɪ t s ɡ ɑː t ð æ t ɔː l ɐ b aʊ t ɪ t 
Ses02F_script01_2_F006,w ʌ t s ɡ oʊ ɪ ŋ ɔ n h ɪɹ dʒ oʊ 
Ses02F_script01_2_F007,ʃ iː z n ɑː t h ɪ z ɡ ɜː l dʒ oʊ ʃ iː n oʊ z ʃ iː z n ɑː t 
Ses02F_script01_2_F008,w ɛ l ð ɛ n w aɪ ɪ z ʃ iː s t ɪ l s ɪ ŋ ɡ əl aɪ m iː n n uː j ɔːɹ k ɪ z f ʊ l ʌ v m ɛ n w aɪ ɪ z ə n t ʃ iː m æ ɹ i d p ɹ ɑː b ə b l i ɐ h ʌ n d ɹ ɪ d p iː p əl t oʊ l d h ɜː ʃ iː z k ɹ eɪ z i b ʌ t ʃ iː z w eɪ ɾ ᵻ d 
Ses02F_script01_2_F009,ʃ iː n oʊ z w ʌ t aɪ n oʊ ð æ t s w aɪ ʃ iː z f eɪ θ f əl æ z ɐ ɹ ɑː k ɪ n m aɪ w ɜː s t m oʊ m ə n t s aɪ θ ɪ ŋ k ʌ v h ɜː w eɪ ɾ ɪ ŋ æ n d aɪ n oʊ ɐ ɡ ɛ n ð æ t aɪ m ɹ aɪ t 
Ses02F_script01_2_F010,n oʊ b ɑː d i ɪ n ð ɪ s h aʊ s d ɛɹ z t eɪ k h ɜː f eɪ θ ɐ w eɪ dʒ oʊ s t ɹ eɪ n dʒ ɚ z m aɪ t b ʌ t n ɑː t h ɪ z f ɑː ð ɚ n ɑː t h ɪ z b ɹ ʌ ð ɚ 
Ses02F_script01_2_F011,aɪ w ɔ n t j uː t ʊ æ k t l aɪ k h iː z k ʌ m ɪ ŋ b æ k b oʊ θ ʌ v j uː d oʊ n t j uː θ ɪ ŋ k aɪ h æ v ə n t n oʊ ɾ ɪ s t s ɪ n s ʃ iː ɡ ɑː t h ɪ ɹ aɪ w oʊ n t s t æ n d f ɔː ɹ ɛ n i n ɑː n s ə n s 
Ses02F_script01_2_F012,b ɪ k ʌ z ɪ f h iː z n ɑː t k ʌ m ɪ ŋ b æ k aɪ l k ɪ l m aɪ s ɛ l f aɪ m iː n l æ f l æ f æ t m iː b ʌ t 
Ses02F_script01_2_F013,b ʌ t w aɪ d ɪ d ð æ t h æ p ə n ð ə v ɛ ɹ i n aɪ t ʃ iː k eɪ m h ɪɹ ʃ iː s l iː p s ɪ n h ɪ z ɹ uː m æ n d h ɪ z m ə m oː ɹ ɪ ə l b ɹ eɪ k s t ə p iː s ᵻ z dʒ ʌ s t l ʊ k l ʊ k æ ɾ ɪ t 
Ses02F_script01_2_F014,b ᵻ l iː v w ɪ ð m iː dʒ oʊ aɪ k æ n t s t æ n d ɔː l ɐ l oʊ n 
Ses02F_script01_2_F015,l æ s t w iː k ɐ m æ n t ɜː n d ʌ p ɪ n d ɪ t ɹ ɔɪ t m ɪ s ɪ ŋ l ɔ ŋ ɡ ɚ ð ɐ n l æ ɹ i aɪ m iː n j uː ɹ iː d ɪ t j oːɹ s ɛ l f 
Ses02F_script01_2_F016,j uː ə b ʌ v ɔː l h æ v t ə b ᵻ l iː v 
Ses02F_script01_2_F017,dʒ ʌ s t dʒ ʌ s t d oʊ n t s t ɑː p b ᵻ l iː v ɪ ŋ 
Ses02F_script01_2_F018,aɪ k æ n t h ɛ l p ɪ t 
Ses02F_script01_2_M000,w aɪ d ʌ z ð æ t b ɑː ð ɚ j uː 
Ses02F_script01_2_M001,w ɛ l m eɪ b iː h iː dʒ ʌ s t w ɔ n t ᵻ d t ə s iː h ɜː ɹ ɐ ɡ ɛ n 
Ses02F_script01_2_M002,w ʌ t d uː j uː m iː n h iː l ɪ v d n ɛ k s t d oːɹ t ə ð ə ɡ ɜː l ɔː l h ɪ z l aɪ f w aɪ w ʊ d ə n t h iː w ɔ n t t ə s iː h ɜː ɹ ɐ ɡ ɛ n 
Ses02F_script01_2_M003,d oʊ n t l ʊ k æ t m iː l aɪ k ð æ t h iː d ɪ d n t t ɛ l m iː ɛ n ɪ m oːɹ ð ɐ n h iː t oʊ l d j uː 
Ses02F_script01_2_M004,h aʊ d uː j uː n oʊ h iː z iː v ə n θ ɪ ŋ k ɪ ŋ ʌ v ɪ t 
Ses02F_script01_2_M005,w ɛ l s oʊ w ʌ t 
Ses02F_script01_2_M006,n aʊ l ɪ s ə n k eɪ t 
Ses02F_script01_2_M007,j uː k æ n t ɹ iː d h ɜː m aɪ n d 
Ses02F_script01_2_M008,h aʊ d uː j uː n oʊ w aɪ ʃ iː z w eɪ ɾ ᵻ d 
Ses02F_script01_2_M009,l ʊ k ɪ t s ɐ n aɪ s d eɪ w ʌ t ɑːɹ w iː ɑːɹ ɡ j uː ɪ ŋ f ɔːɹ 
Ses02F_script01_2_M010,w ɛ l w ʌ t d uː j uː w ɔ n t m iː t ə d uː ɐ b aʊ t ɪ t 
Ses02F_script01_2_M011,b ʌ t k eɪ t 
Ses02F_script01_2_M012,k ɑː m j oːɹ s ɛ l f 
Ses02F_script01_2_M013,k ɑː m j oːɹ s ɛ l f 
Ses02F_script01_2_M014,ɔː l ɹ aɪ t ɔː l ɹ aɪ t k ɑː m j oːɹ s ɛ l f 
Ses02F_script01_2_M015,w ʌ t w aɪ w aɪ m iː ə b ʌ v ɔː l 
Ses02F_script01_2_M016,w ʌ t d ʌ z ð æ t m iː n m iː ə b ʌ v ɔː l 
Ses02F_script01_2_M017,l ʊ k æ t j uː l ʊ k æ t j uː ʃ eɪ k ɪ ŋ 
Ses02F_script01_2_M018,w ʌ t h æ v aɪ ɡ ɑː t t ə h aɪ d w ʌ t ð ə h ɛ l ɪ z ð ə m æ ɾ ɚ w ɪ ð j uː k eɪ t 
Ses02F_script01_3_F000,j ʊɹ ð ɪ oʊ n l i w ʌ n aɪ n oʊ h uː l ʌ v z h ɪ z p ɛ ɹ ə n t s 
Ses02F_script01_3_F001,ɪ t s ɔː l ɹ aɪ t ɪ t s ɐ ɡ ʊ d θ ɪ ŋ 
Ses02F_script01_3_F002,j uː n oʊ ɪ t s l ʌ v l i h ɪɹ ð ɪ ɛ ɹ ɪ z s w iː t 
Ses02F_script01_3_F003,n oʊ n ɑː t s ɑː ɹ i ʌ m b ʌ t aɪ m aɪ m n ɑː t ɡ ə n ə s t eɪ 
Ses02F_script01_3_F004,w ɛ l f ɔːɹ w ʌ n θ ɪ ŋ j ʊɹ m ʌ ð ɚ ɹ æ z m ʌ tʃ æ z t oʊ l d m iː t ə ɡ oʊ 
Ses02F_script01_3_F005,j uː s ɔː ð æ t aɪ m iː n æ n d ð ɛ n w ɛ l j uː v b ɪ n k aɪ n d ʌ v ʌ m 
Ses02F_script01_3_F006,w ɛ l k aɪ n d ʌ v ɛ m b æ ɹ ə s t ɛ v ɚ s ɪ n s aɪ ɡ ɑː t h ɪɹ 
Ses02F_script01_3_F007,aɪ n uː ð eɪ w ʊ d j ʊɹ m ʌ ð ɚ ɹ ɛ n ɪ w eɪ 
Ses02F_script01_3_F008,w ɛ l 
Ses02F_script01_3_F009,f ɹ ʌ m h ɜː p ɔɪ n t ʌ v v j uː w aɪ ɛ l s w ʊ d aɪ k ʌ m 
Ses02F_script01_3_F010,aɪ aɪ ɡ ɛ s ð ɪ s ɪ z w aɪ aɪ k eɪ m 
Ses02F_script01_3_F011,oʊ k ɹ ɪ s aɪ v b ɪ n ɹ ɛ d i f ɚ ɹ ə l ɔ ŋ l ɔ ŋ t aɪ m 
Ses02F_script01_3_F012,aɪ ɔː l m oʊ s t ɡ ɑː t m æ ɹ i d t uː j ɪɹ z ɐ ɡ oʊ 
Ses02F_script01_3_F013,j uː s t ɑːɹ ɾ ᵻ d t ə ɹ aɪ t m iː æ n d 
Ses02F_script01_3_F014,ɛ v ɹ i d eɪ s ɪ n s 
Ses02F_script01_3_F015,w ɛ l aɪ w ʌ z w eɪ ɾ ɪ ŋ f ɔːɹ j uː aɪ m iː n t ɪ l ð ɛ n j uː n ɛ v ɚ ɹ oʊ t æ n d w ɛ n j uː d ɪ d aɪ m iː n w ʌ t d ɪ d j uː s eɪ j uː k æ n ʃ ʊɹ b iː æ m b ɪ ɡ j uː ə s s ʌ m t aɪ m z 
Ses02F_script01_3_F016,aɪ w ɪ l n ɛ v ɚ f ɚ ɡ ɪ v j uː w aɪ d ɪ d j uː w eɪ t ɔː l ð iː z j ɪɹ z ɔː l aɪ d ɪ d w ʌ z s ɪ t æ n d w ʌ n d ɚ ɹ ɪ f aɪ w ʌ z k ɹ eɪ z i f ɔːɹ θ ɪ ŋ k ɪ ŋ ʌ v j uː 
Ses02F_script01_3_F017,n ɑː t l aɪ k ð æ t j ʊɹ n ɑː t 
Ses02F_script01_3_F018,l aɪ k l æ ɹ i z b ɹ ʌ ð ɚ d uː ɪ t l aɪ k j uː k ɹ ɪ s w ʌ t ɪ z ɪ t 
Ses02F_script01_3_F019,n oʊ w ʌ t ɪ z ɪ t j ʊɹ m ʌ ð ɚ 
Ses02F_script01_3_F020,ð ɛ n w ʌ t s ɹ ɔ ŋ aɪ m iː n iː v ə n ɪ n j ʊɹ l ɛ ɾ ɚ z ð ɛɹ w ʌ z s ʌ m s ʌ m θ ɪ ŋ ɐ ʃ eɪ m d 
Ses02F_script01_3_F021,j uː v ɡ ɑː ɾ ə t ɛ l m iː 
Ses02F_script01_3_F022,ɪ t w ʊ d ə n t w ɜː k ð ɪ s w eɪ 
Ses02F_script01_3_F023,j ɛ h ʃ ʊɹ 
Ses02F_script01_3_F024,h aʊ m ɛ n i 
Ses02F_script01_3_F025,oʊ dʒ iː 
Ses02F_script01_3_F026,j uː s t ɪ l f iː l ð æ t w eɪ 
Ses02F_script01_3_F027,k ɔː z j uː m ʌ s ə n t f iː l ð æ t w eɪ b ɪ k ʌ z j uː h æ v ɐ ɹ aɪ t t ʊ ɛ v ɹ ɪ θ ɪ ŋ ð æ t j uː h æ v d uː j uː ʌ n d ɚ s t æ n d ð æ t ɛ v ɹ ɪ θ ɪ ŋ k ɹ ɪ s æ n d m iː t uː 
Ses02F_script01_3_F028,aɪ m iː n æ n d j ʊɹ m ʌ n i ð ɛɹ z n ʌ θ ɪ ŋ ɹ ɔ ŋ w ɪ ð j ʊɹ m ʌ n i aɪ m iː n j ʊɹ f ɑː ð ɚ p ʊ t h ʌ n d ɹ ɪ d z ʌ v p l eɪ n z ɪ n ð ɪ ɛ ɹ ɐ m æ n ʃ ʊ d b iː p eɪ d f ɔːɹ ð æ t 
Ses02F_script01_3_F029,w ʌ ɾ əl aɪ d uː w ɪ ð ɐ f ɔːɹ tʃ ʊ n 
Ses02F_script01_3_M000,aɪ n oʊ ɪ t w ɛ n t aʊ ɾ ə v s t aɪ l d ɪ d n t ɪ t 
Ses02F_script01_3_M001,j ʊɹ n ɑː t s ɑː ɹ i j uː k eɪ m 
Ses02F_script01_3_M002,w aɪ 
Ses02F_script01_3_M003,oʊ 
Ses02F_script01_3_M004,w ʌ t 
Ses02F_script01_3_M005,ð ə t ɹ ʌ b əl ɪ z aɪ p l æ n d ɔ n s ɔːɹ t ʌ v s n iː k ɪ ŋ ʌ p ɔ n j uː oʊ v ɚ ɹ ɐ p iə ɹ ɪ ə d ə v ə w iː k ɔːɹ s oʊ b ʌ t ð eɪ t eɪ k ɪ t f ɔːɹ ɡ ɹ æ n t ᵻ d ð æ t w ɪ ɹ ɔː l s ɛ t 
Ses02F_script01_3_M006,oʊ w ʊ d j uː w ɔ n t t ʊ aɪ ɡ ɛ s j uː n oʊ ð ɪ s ɪ z w aɪ aɪ æ s k t j uː t ə k ʌ m 
Ses02F_script01_3_M007,æ n aɪ l ʌ v j uː aɪ l ʌ v j uː ɐ ɡ ɹ eɪ t d iː l aɪ l ʌ v j uː 
